review,model,sentiment
"I liked the design of this laptop, but the keyboard is a bit cramped.  It's functional.",Gemini-1.5-Flash,neutral
"The show was entertaining.  The special effects were impressive, but the plot was predictable.",Gemini-1.5-Flash,neutral
"This shampoo leaves my hair feeling soft.  The scent is a bit overpowering.",Gemini-1.5-Flash,neutral
"The concert was a bit too long, but the band was great.  The sound quality was excellent.",Gemini-1.5-Flash,neutral
"The food at the festival was delicious and diverse.  It was quite crowded, though.",Gemini-1.5-Flash,neutral
"This new software is user-friendly and efficient.  It has a few minor bugs.",Gemini-1.5-Flash,neutral
"The museum was fascinating.  I spent hours there, and I could have stayed longer.",Gemini-1.5-Flash,neutral
"The customer service was helpful and resolved my issue quickly.  I'm satisfied.",Gemini-1.5-Flash,neutral
"The movie was predictable, but it was still enjoyable.  The soundtrack was amazing.",Gemini-1.5-Flash,neutral
"This product is durable and well-made.  It's a bit pricey, though.",Gemini-1.5-Flash,neutral
"The event was well-organized and informative.  The speakers were engaging.",Gemini-1.5-Flash,neutral
"The venue was modern and accessible.  The seating was comfortable.",Gemini-1.5-Flash,neutral
"This chair is comfortable and supportive.  It's a bit bulky.",Gemini-1.5-Flash,neutral
"The restaurant had a nice atmosphere.  The food was good, but the portions were small.",Gemini-1.5-Flash,neutral
"The play was well-acted and engaging.  The costumes were elaborate.",Gemini-1.5-Flash,neutral
"This car is reliable and fuel-efficient.  It's a bit boring to drive.",Gemini-1.5-Flash,neutral
"The conference was insightful and productive.  The networking opportunities were great.",Gemini-1.5-Flash,neutral
"The hotel room was clean and spacious.  The view was amazing.",Gemini-1.5-Flash,neutral
"This tablet is lightweight and portable.  The battery life is decent.",Gemini-1.5-Flash,neutral
"The concert was loud, but the music was good.  The crowd was energetic.",Gemini-1.5-Flash,neutral
"The movie was a bit slow, but the ending was satisfying.  The acting was superb.",Gemini-1.5-Flash,neutral
"This product is easy to use and effective.  It's a bit expensive.",Gemini-1.5-Flash,neutral
"The event was well-attended and successful.  The organizers did a great job.",Gemini-1.5-Flash,neutral
"The venue was clean and well-maintained.  The staff was friendly and helpful.",Gemini-1.5-Flash,neutral
"This bag is stylish and durable.  It's a bit small.",Gemini-1.5-Flash,neutral
"The restaurant was busy, but the service was quick.  The food was delicious.",Gemini-1.5-Flash,neutral
"The play was funny and entertaining.  The actors were talented.",Gemini-1.5-Flash,neutral
"This phone is fast and responsive.  The camera is excellent.",Gemini-1.5-Flash,neutral
"The conference was interesting and informative.  The location was convenient.",Gemini-1.5-Flash,neutral
"The hotel was comfortable and convenient.  The price was reasonable.",Gemini-1.5-Flash,neutral
"This laptop is powerful and versatile.  The battery life is short.",Gemini-1.5-Flash,neutral
"The concert was amazing! The band was incredible, but the sound system could have been better.",Gemini-1.5-Flash,neutral
"The movie was okay, nothing special.  I wouldn't recommend it, but it wasn't terrible either.",Gemini-1.5-Flash,neutral
"This product works as advertised.  It's simple to use, but not very exciting.",Gemini-1.5-Flash,neutral
"The event was a bit disorganized, but it was still fun.  The food was good.",Gemini-1.5-Flash,neutral
"The venue was a bit cramped, but it had a good atmosphere.  The music was loud.",Gemini-1.5-Flash,neutral
"This is a decent pair of headphones.  The sound quality is good, but they're not very comfortable.",Gemini-1.5-Flash,neutral
"The restaurant was clean and the service was friendly.  The food was average.",Gemini-1.5-Flash,neutral
"The show was entertaining, even though it was a bit predictable.  The costumes were nice.",Gemini-1.5-Flash,neutral
"This software is easy to navigate, but it lacks some key features.  It's functional.",Gemini-1.5-Flash,neutral
"The museum was interesting, but it was a bit crowded.  The exhibits were well-curated.",Gemini-1.5-Flash,neutral
"The customer service representative was helpful, but the resolution took a while.  It's fine.",Gemini-1.5-Flash,neutral
"The movie had a good plot, but the acting was uneven.  It was watchable.",Gemini-1.5-Flash,neutral
"This product is reliable and long-lasting.  It's a bit expensive, but worth the investment.",Gemini-1.5-Flash,neutral
"The event was well-organized and informative.  The speakers were knowledgeable.",Gemini-1.5-Flash,neutral
"The venue was accessible and convenient.  The parking was easy.",Gemini-1.5-Flash,neutral
"This chair is comfortable and stylish.  It's a bit pricey.",Gemini-1.5-Flash,neutral
"The restaurant had a great ambiance.  The food was okay, but the service was slow.",Gemini-1.5-Flash,neutral
"The play was moving and thought-provoking.  The set design was impressive.",Gemini-1.5-Flash,neutral
"This car is safe and reliable.  It's a bit underpowered.",Gemini-1.5-Flash,neutral
"The conference was well-run and efficient.  The speakers were engaging.",Gemini-1.5-Flash,neutral
"The hotel room was clean and modern.  The Wi-Fi was unreliable.",Gemini-1.5-Flash,neutral
"This tablet is user-friendly and intuitive.  The screen is a bit small.",Gemini-1.5-Flash,neutral
"The concert was enjoyable, despite some technical difficulties.  The band was talented.",Gemini-1.5-Flash,neutral
"The movie was entertaining, although the plot was a bit convoluted.  It was okay.",Gemini-1.5-Flash,neutral
"This product is simple to use and effective.  It's a bit basic.",Gemini-1.5-Flash,neutral
"The event was successful, despite some minor hiccups.  It was fun.",Gemini-1.5-Flash,neutral
"The venue was spacious and well-lit.  The acoustics were good.",Gemini-1.5-Flash,neutral
"This bag is lightweight and practical.  It's a bit plain.",Gemini-1.5-Flash,neutral
"The restaurant's food was good, but the portions were small.  The service was prompt.",Gemini-1.5-Flash,neutral
"The play was humorous and well-paced.  The acting was good.",Gemini-1.5-Flash,neutral
"This phone is sleek and stylish.  The battery life is average.",Gemini-1.5-Flash,neutral
"The conference was productive and insightful.  The networking opportunities were limited.",Gemini-1.5-Flash,neutral
"The hotel was clean and comfortable.  The breakfast was bland.",Gemini-1.5-Flash,neutral
"This laptop is fast and efficient.  The screen resolution is low.",Gemini-1.5-Flash,neutral
"The concert was great, but the tickets were expensive.  The venue was crowded.",Gemini-1.5-Flash,neutral
"The movie was decent, nothing outstanding.  I've seen better.",Gemini-1.5-Flash,neutral
"This product is functional and reliable.  It's not very exciting.",Gemini-1.5-Flash,neutral
"The event was okay, nothing special.  It was well-organized.",Gemini-1.5-Flash,neutral
"The venue was nice, but it was difficult to find parking.  It was clean.",Gemini-1.5-Flash,neutral
"This is a good pair of shoes.  They're comfortable, but not very stylish.",Gemini-1.5-Flash,neutral
"The restaurant was crowded, but the service was excellent.  The food was delicious.",Gemini-1.5-Flash,neutral
"The show was amazing, but the tickets were expensive.  The venue was perfect.",Gemini-1.5-Flash,neutral
"This software is powerful, but it's difficult to learn.  It's useful.",Gemini-1.5-Flash,neutral
"The museum was educational and engaging.  The exhibits were interesting.",Gemini-1.5-Flash,neutral
"The customer service was prompt and efficient.  The resolution was satisfactory.",Gemini-1.5-Flash,neutral
"The movie was thought-provoking and well-made.  The acting was superb.",Gemini-1.5-Flash,neutral
"This product is high-quality and durable.  It's a bit expensive.",Gemini-1.5-Flash,neutral
"The event was well-attended and successful.  The speakers were engaging.",Gemini-1.5-Flash,neutral
"The venue was modern and accessible.  The staff were friendly.",Gemini-1.5-Flash,neutral
"This chair is comfortable and ergonomic.  It's a bit expensive.",Gemini-1.5-Flash,neutral
"The restaurant was romantic and intimate.  The food was delicious, but pricey.",Gemini-1.5-Flash,neutral
"The play was captivating and memorable.  The costumes were beautiful.",Gemini-1.5-Flash,neutral
"This car is luxurious and comfortable.  It's expensive to maintain.",Gemini-1.5-Flash,neutral
"The conference was informative and productive.  The location was excellent.",Gemini-1.5-Flash,neutral
"The hotel was luxurious and opulent.  The service was impeccable.",Gemini-1.5-Flash,neutral
"This tablet is powerful and versatile.  The price is high.",Gemini-1.5-Flash,neutral
"The concert was electrifying and unforgettable.  The band was phenomenal.",Gemini-1.5-Flash,neutral
"The movie was gripping and suspenseful.  The plot twists were unexpected.",Gemini-1.5-Flash,neutral
"This product is innovative and groundbreaking.  It's expensive.",Gemini-1.5-Flash,neutral
"The event was unique and memorable.  The atmosphere was electric.",Gemini-1.5-Flash,neutral
"The venue was stunning and impressive.  The location was perfect.",Gemini-1.5-Flash,neutral
"This bag is stylish and sophisticated.  It's expensive.",Gemini-1.5-Flash,neutral
"The restaurant was upscale and elegant.  The food was exquisite.",Gemini-1.5-Flash,neutral
"The play was moving and emotional.  The acting was superb.",Gemini-1.5-Flash,neutral
"This car is sporty and powerful.  It's fuel-inefficient.",Gemini-1.5-Flash,neutral
"The conference was cutting-edge and forward-thinking.  The speakers were brilliant.",Gemini-1.5-Flash,neutral
"The hotel was a luxurious oasis.  The amenities were top-notch.",Gemini-1.5-Flash,neutral
"It was okay, nothing special.",Gemini-1.5-Flash,neutral
"I had a decent time. Could have been better.",Gemini-1.5-Flash,neutral
"It was alright, met my expectations.",Gemini-1.5-Flash,neutral
"Pretty average, wouldn't rave about it.",Gemini-1.5-Flash,neutral
"A so-so experience, nothing to write home about.",Gemini-1.5-Flash,neutral
"It was fine, I guess.",Gemini-1.5-Flash,neutral
"Not bad, not great.",Gemini-1.5-Flash,neutral
"Adequate, served its purpose.",Gemini-1.5-Flash,neutral
"Meh, it was there.",Gemini-1.5-Flash,neutral
"It did the job.",Gemini-1.5-Flash,neutral
"Perfectly acceptable.",Gemini-1.5-Flash,neutral
"I wouldn't complain.",Gemini-1.5-Flash,neutral
"It was what it was.",Gemini-1.5-Flash,neutral
"Nothing particularly stood out.",Gemini-1.5-Flash,neutral
"A standard experience.",Gemini-1.5-Flash,neutral
"Pretty unremarkable.",Gemini-1.5-Flash,neutral
"It was decent enough.",Gemini-1.5-Flash,neutral
"I've had better, but I've had worse.",Gemini-1.5-Flash,neutral
"It was okay, I suppose.",Gemini-1.5-Flash,neutral
"A middle-of-the-road experience.",Gemini-1.5-Flash,neutral
"It met my basic needs.",Gemini-1.5-Flash,neutral
"It was functional.",Gemini-1.5-Flash,neutral
"Not overly impressive, but not terrible either.",Gemini-1.5-Flash,neutral
"A passable experience.",Gemini-1.5-Flash,neutral
"It was just okay.",Gemini-1.5-Flash,neutral
"Nothing to get excited about, but nothing to be upset about either.",Gemini-1.5-Flash,neutral
"It was an average day.",Gemini-1.5-Flash,neutral
"It was a pretty neutral experience.",Gemini-1.5-Flash,neutral
"I didn't love it, but I didn't hate it either.",Gemini-1.5-Flash,neutral
"It was just there, you know?",Gemini-1.5-Flash,neutral
"It was a bit bland.",Gemini-1.5-Flash,neutral
"It lacked a certain something.",Gemini-1.5-Flash,neutral
"It was kind of forgettable.",Gemini-1.5-Flash,neutral
"A run-of-the-mill experience.",Gemini-1.5-Flash,neutral
"It was satisfactory.",Gemini-1.5-Flash,neutral
"It served its purpose adequately.",Gemini-1.5-Flash,neutral
"I wouldn't go out of my way for it, but I wouldn't avoid it either.",Gemini-1.5-Flash,neutral
"It was a pretty typical experience.",Gemini-1.5-Flash,neutral
"It was neither good nor bad.",Gemini-1.5-Flash,neutral
"It was about what I expected.",Gemini-1.5-Flash,neutral
"It was a fairly neutral experience.",Gemini-1.5-Flash,neutral
"It was just an okay thing.",Gemini-1.5-Flash,neutral
"I didn't have any strong feelings about it.",Gemini-1.5-Flash,neutral
"It was an unremarkable event.",Gemini-1.5-Flash,neutral
"It was pretty much as expected.",Gemini-1.5-Flash,neutral
"It was a decent enough product.",Gemini-1.5-Flash,neutral
"It was an adequate movie.",Gemini-1.5-Flash,neutral
"It was a functional venue.",Gemini-1.5-Flash,neutral
"It was a passable performance.",Gemini-1.5-Flash,neutral
"It was a so-so presentation.",Gemini-1.5-Flash,neutral
"It was an okay showing.",Gemini-1.5-Flash,neutral
"It was a satisfactory outcome.",Gemini-1.5-Flash,neutral
"It was a pretty standard affair.",Gemini-1.5-Flash,neutral
"It was a fairly typical experience.",Gemini-1.5-Flash,neutral
"It was a middle-of-the-road performance.",Gemini-1.5-Flash,neutral
